t_ms,phase,altitude_m,pressure_pa,temp_env_c,humidity_pct,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,mag_x_uT,mag_y_uT,mag_z_uT,gnss_lat,gnss_lon,gnss_hdop,gnss_sats,sbm20_count_window,sbm20_total_count,battery_v,rssi_dbm,fdir_state
45900,descent,204.97,98892,17.17,44,-0.046,-0.059,-1.067,-0.30,0.26,-0.08,23.56,-19.26,41.57,41.2801025,69.2400307,1.4,7,0,38,3.77,-80,0
46000,descent,204.25,98900,17.17,44,-0.045,-0.028,-1.013,-0.34,0.29,-0.11,23.54,-19.31,41.78,41.2801021,69.2400306,1.4,7,0,38,3.77,-80,0
46100,descent,203.53,98909,17.18,44,-0.027,0.017,-0.848,-0.12,0.00,-0.15,23.98,-18.94,40.87,41.2801018,69.2400305,1.4,7,0,38,3.77,-80,0
46200,descent,202.68,98919,17.18,44,-0.048,-0.018,-0.946,0.38,-0.13,0.13,23.20,-19.73,41.26,41.2801013,69.2400304,1.4,7,0,38,3.77,-80,0
46300,descent,201.87,98928,17.19,44,-0.019,0.007,-0.714,0.46,-0.48,-0.00,24.02,-17.94,41.17,41.2801009,69.2400303,1.4,7,0,38,3.77,-80,0
46400,descent,200.99,98938,17.19,44,0.022,-0.030,-0.727,0.30,-0.21,0.03,23.57,-19.09,41.66,41.2801005,69.2400301,1.4,7,0,38,3.77,-80,0
46500,descent,200.18,98948,17.20,44,0.012,0.021,-0.999,-0.45,0.02,-0.23,24.11,-19.65,41.30,41.2801001,69.2400300,1.4,7,0,38,3.77,-80,0
46600,descent,199.34,98958,17.20,43,0.045,0.051,-1.033,0.26,-0.21,0.03,23.46,-18.77,41.10,41.2800997,69.2400299,1.4,7,0,38,3.77,-80,0
46700,descent,198.59,98967,17.21,43,-0.032,-0.055,-0.871,0.07,0.52,0.14,24.55,-19.21,41.23,41.2800993,69.2400298,1.4,7,1,39,3.77,-80,0
46800,descent,197.82,98976,17.21,43,0.049,-0.058,-0.679,-0.63,0.44,0.16,23.97,-18.16,40.76,41.2800989,69.2400297,1.4,7,0,39,3.77,-80,0
46900,descent,197.06,98985,17.22,43,-0.038,-0.103,-0.927,-0.31,0.10,-0.23,22.56,-19.10,41.44,41.2800985,69.2400296,1.4,7,0,39,3.77,-80,0
47000,descent,196.20,98995,17.22,43,-0.065,0.047,-0.841,-0.31,-0.08,0.02,23.74,-19.22,40.94,41.2800981,69.2400294,1.4,7,0,39,3.77,-80,0
47100,descent,195.46,99003,17.23,43,-0.102,-0.011,-0.851,-0.69,0.14,0.19,23.48,-19.42,40.84,41.2800977,69.2400293,1.4,7,0,39,3.77,-80,0
47200,descent,194.69,99012,17.23,43,0.068,-0.011,-0.776,0.05,0.38,0.22,24.26,-19.04,40.87,41.2800973,69.2400292,1.4,7,0,39,3.77,-80,0
47300,descent,193.90,99022,17.24,43,-0.004,0.062,-0.848,-0.27,-0.20,-0.02,23.27,-19.03,41.09,41.2800969,69.2400291,1.4,7,0,39,3.77,-80,0
47400,descent,193.03,99032,17.25,43,0.074,-0.043,-0.629,-0.21,-0.21,-0.26,23.39,-19.09,41.19,41.2800965,69.2400290,1.4,7,0,39,3.77,-80,0
47500,descent,192.31,99040,17.25,43,0.040,-0.046,-0.972,0.19,0.42,0.20,23.55,-18.57,40.97,41.2800962,69.2400288,1.4,7,0,39,3.77,-80,0
47600,descent,191.46,99050,17.26,43,-0.074,0.007,-0.874,0.22,-0.21,-0.05,24.16,-18.27,41.18,41.2800957,69.2400287,1.4,7,1,40,3.77,-80,0
47700,descent,190.65,99060,17.26,43,0.043,-0.058,-0.791,-0.17,0.35,0.49,23.67,-18.82,41.42,41.2800953,69.2400286,1.4,7,0,40,3.77,-80,0
47800,descent,189.93,99068,17.27,43,-0.073,0.051,-0.842,0.18,0.06,0.11,23.19,-20.11,41.60,41.2800950,69.2400285,1.4,7,0,40,3.77,-80,0
47900,descent,189.05,99079,17.27,43,0.034,0.032,-0.991,-0.21,-0.35,0.10,23.45,-19.06,40.66,41.2800945,69.2400284,1.4,7,0,40,3.77,-80,0
48000,descent,188.19,99089,17.28,43,-0.001,-0.016,-0.884,-0.15,0.38,-0.13,23.20,-19.71,40.93,41.2800941,69.2400282,1.4,7,0,40,3.77,-80,0
48100,descent,187.42,99098,17.28,43,-0.013,-0.072,-0.790,-0.10,-0.08,-0.34,23.22,-18.62,41.41,41.2800937,69.2400281,1.4,7,0,40,3.77,-80,0
48200,descent,186.64,99107,17.29,43,-0.050,-0.032,-0.770,-0.51,0.50,-0.00,23.68,-19.66,41.04,41.2800933,69.2400280,1.4,7,0,40,3.77,-80,0
48300,descent,185.90,99116,17.29,43,-0.046,0.060,-1.020,0.39,0.17,0.11,23.60,-19.47,41.48,41.2800929,69.2400279,1.4,7,0,40,3.77,-80,0
48400,descent,185.06,99125,17.30,43,0.057,0.042,-0.789,0.12,0.51,0.14,23.48,-18.77,41.25,41.2800925,69.2400278,1.4,7,0,40,3.77,-80,0
48500,descent,184.25,99135,17.30,43,0.025,0.015,-0.860,-0.34,0.11,-0.08,23.25,-19.22,41.97,41.2800921,69.2400276,1.4,7,0,40,3.77,-80,0
48600,descent,183.48,99144,17.31,43,0.031,0.003,-0.805,-0.45,0.32,-0.24,23.92,-19.48,41.01,41.2800917,69.2400275,1.4,7,0,40,3.77,-80,0
48700,descent,182.71,99153,17.31,43,-0.084,0.008,-0.909,0.02,-0.03,0.12,23.49,-18.54,41.32,41.2800914,69.2400274,1.4,7,0,40,3.77,-80,0
48800,descent,181.95,99162,17.32,43,0.098,0.004,-0.844,-0.12,0.48,0.09,23.82,-19.03,41.04,41.2800910,69.2400273,1.4,7,0,40,3.77,-80,0
48900,descent,181.12,99172,17.32,43,0.007,-0.013,-1.012,0.22,0.22,0.09,23.66,-18.95,41.37,41.2800906,69.2400272,1.4,7,0,40,3.77,-80,0
49000,descent,180.39,99180,17.33,43,-0.002,-0.019,-0.969,0.22,0.17,-0.21,23.10,-18.92,42.23,41.2800902,69.2400271,1.4,7,0,40,3.77,-80,0
49100,descent,179.61,99190,17.33,43,-0.090,-0.034,-0.690,0.02,-0.28,0.08,23.67,-18.89,41.22,41.2800898,69.2400269,1.4,7,0,40,3.77,-80,0
49200,descent,178.80,99199,17.34,43,0.024,0.017,-0.875,0.05,0.01,0.39,23.98,-19.86,41.56,41.2800894,69.2400268,1.4,7,0,40,3.77,-80,0
49300,descent,177.98,99209,17.34,43,0.012,-0.001,-0.869,0.25,-0.05,0.29,23.61,-18.31,41.43,41.2800890,69.2400267,1.4,7,0,40,3.77,-80,0
49400,descent,177.19,99218,17.35,43,-0.081,0.068,-0.675,-0.05,0.39,0.05,23.09,-18.97,41.21,41.2800886,69.2400266,1.4,7,0,40,3.77,-80,0
49500,descent,176.36,99228,17.35,43,-0.055,0.061,-0.941,-0.04,-0.04,0.14,23.49,-18.87,41.61,41.2800882,69.2400265,1.4,7,0,40,3.77,-80,0
49600,descent,175.49,99238,17.36,43,0.012,-0.070,-0.812,0.11,-0.05,0.10,23.92,-18.86,42.19,41.2800877,69.2400263,1.4,7,1,41,3.77,-80,0
49700,descent,174.60,99248,17.37,43,0.011,-0.059,-0.673,0.30,0.43,-0.29,23.75,-18.63,40.87,41.2800873,69.2400262,1.4,7,0,41,3.77,-80,0
49800,descent,173.86,99257,17.37,43,-0.028,-0.006,-0.859,0.28,-0.49,-0.01,23.52,-19.43,40.80,41.2800869,69.2400261,1.4,7,0,41,3.77,-80,0
49900,descent,173.14,99266,17.37,43,0.008,-0.027,-0.861,0.30,0.27,-0.01,23.73,-19.30,41.89,41.2800866,69.2400260,1.4,7,0,41,3.77,-80,0
50000,descent,172.25,99276,17.38,43,0.008,-0.022,-0.941,0.16,0.71,0.27,23.93,-19.55,41.80,41.2800861,69.2400258,1.4,7,0,41,3.77,-80,0
50100,descent,171.50,99285,17.39,43,-0.069,0.076,-0.966,0.38,0.46,-0.28,23.23,-19.71,40.34,41.2800857,69.2400257,1.4,7,0,41,3.77,-80,0
50200,descent,170.78,99293,17.39,43,0.070,-0.076,-0.877,0.06,0.13,-0.12,23.09,-19.41,41.30,41.2800854,69.2400256,1.4,7,0,41,3.77,-80,0
50300,descent,170.03,99302,17.39,43,0.002,-0.064,-0.866,-0.27,-0.00,0.07,23.35,-18.61,41.39,41.2800850,69.2400255,1.4,7,0,41,3.77,-80,0
50400,descent,169.21,99312,17.40,43,-0.023,-0.014,-0.960,0.07,0.22,0.33,24.37,-19.53,41.48,41.2800846,69.2400254,1.4,7,0,41,3.77,-80,0
50500,descent,168.42,99321,17.41,43,-0.038,-0.008,-0.782,-0.29,0.39,-0.13,23.00,-19.39,40.77,41.2800842,69.2400253,1.4,7,0,41,3.77,-80,0
50600,descent,167.59,99331,17.41,43,0.031,-0.045,-0.884,0.82,-0.66,-0.36,22.92,-18.37,41.10,41.2800838,69.2400251,1.4,7,0,41,3.77,-80,0
50700,descent,166.81,99340,17.42,43,0.031,0.076,-0.862,0.02,-0.55,-0.00,23.08,-18.51,41.55,41.2800834,69.2400250,1.4,7,1,42,3.77,-80,0
50800,descent,166.01,99350,17.42,43,0.034,-0.088,-0.744,-0.17,-0.59,0.32,22.79,-19.31,41.09,41.2800830,69.2400249,1.4,7,0,42,3.77,-80,0
50900,descent,165.27,99358,17.43,43,0.001,-0.030,-0.844,-0.14,0.33,-0.09,24.32,-19.16,41.75,41.2800826,69.2400248,1.4,7,0,42,3.77,-80,0
51000,descent,164.43,99368,17.43,43,0.004,-0.040,-0.781,0.67,0.20,-0.10,23.71,-18.20,41.50,41.2800822,69.2400247,1.4,7,0,42,3.77,-80,0
51100,descent,163.72,99377,17.44,43,-0.017,-0.018,-0.927,0.28,0.22,-0.11,23.91,-18.83,41.19,41.2800819,69.2400246,1.4,7,0,42,3.77,-80,0
51200,descent,162.84,99387,17.44,43,0.088,0.019,-0.933,-0.23,0.03,-0.11,23.33,-19.30,40.58,41.2800814,69.2400244,1.4,7,0,42,3.77,-80,0
51300,descent,162.09,99396,17.45,43,-0.019,-0.022,-0.973,-0.03,-0.15,-0.17,23.44,-19.94,41.63,41.2800810,69.2400243,1.4,7,0,42,3.77,-80,0
51400,descent,161.24,99406,17.45,43,-0.018,-0.003,-0.709,0.19,-0.25,0.16,22.06,-18.97,41.44,41.2800806,69.2400242,1.4,7,0,42,3.77,-80,0
51500,descent,160.50,99414,17.46,43,0.060,-0.072,-0.771,-0.21,0.19,0.31,23.63,-19.63,40.83,41.2800803,69.2400241,1.4,7,0,42,3.77,-80,0
51600,descent,159.75,99423,17.46,43,0.039,0.051,-0.825,0.01,-0.68,-0.08,23.89,-18.97,41.68,41.2800799,69.2400240,1.4,7,1,43,3.77,-80,0
51700,descent,158.95,99433,17.47,43,0.048,0.030,-0.782,0.46,0.01,-0.04,23.19,-18.77,41.20,41.2800795,69.2400238,1.4,7,0,43,3.77,-80,0
51800,descent,158.25,99441,17.47,43,0.010,-0.012,-0.892,0.13,-0.25,0.01,24.51,-18.51,41.68,41.2800791,69.2400237,1.4,7,0,43,3.77,-80,0
51900,descent,157.49,99450,17.48,43,0.088,0.032,-0.711,0.03,-0.25,-0.31,23.56,-18.64,41.35,41.2800787,69.2400236,1.4,7,0,43,3.77,-80,0
52000,descent,156.63,99460,17.48,43,-0.024,0.049,-1.047,0.58,-0.42,-0.00,24.00,-20.10,40.22,41.2800783,69.2400235,1.4,7,0,43,3.77,-80,0
52100,descent,155.81,99470,17.49,43,0.050,-0.053,-0.853,-0.37,0.34,-0.24,23.21,-18.03,41.05,41.2800779,69.2400234,1.4,7,0,43,3.77,-80,0
52200,descent,155.09,99478,17.49,43,-0.052,-0.022,-0.894,0.01,-0.46,0.06,23.16,-18.95,40.66,41.2800775,69.2400233,1.4,7,0,43,3.77,-80,0
52300,descent,154.32,99487,17.50,43,0.031,-0.029,-0.537,0.16,-0.26,0.18,23.38,-18.43,41.39,41.2800772,69.2400231,1.4,7,1,44,3.77,-80,0
52400,descent,153.49,99497,17.50,43,-0.052,0.013,-0.916,-0.15,-0.04,-0.23,22.67,-18.81,40.81,41.2800767,69.2400230,1.4,7,0,44,3.77,-80,0
52500,descent,152.73,99506,17.51,43,0.087,-0.007,-0.921,-0.03,-0.07,-0.08,23.74,-19.39,41.28,41.2800764,69.2400229,1.4,7,1,45,3.77,-80,0
52600,descent,152.03,99514,17.51,43,-0.031,0.015,-0.872,0.06,-0.05,-0.03,24.04,-19.35,40.53,41.2800760,69.2400228,1.4,7,0,45,3.77,-80,0
52700,descent,151.14,99525,17.52,43,0.028,-0.028,-0.660,0.62,0.23,0.29,23.20,-19.02,41.00,41.2800756,69.2400227,1.4,7,0,45,3.77,-80,0
52800,descent,150.35,99534,17.52,43,-0.058,-0.037,-0.829,-0.01,0.02,-0.23,22.42,-19.33,41.18,41.2800752,69.2400226,1.4,7,0,45,3.77,-80,0
52900,descent,149.60,99543,17.53,43,-0.006,0.092,-0.864,0.03,-0.06,-0.21,23.97,-19.88,40.71,41.2800748,69.2400224,1.4,7,0,45,3.77,-80,0
53000,descent,148.85,99552,17.53,43,0.015,0.010,-0.962,0.45,-0.26,-0.06,23.23,-19.29,40.88,41.2800744,69.2400223,1.4,7,0,45,3.77,-80,0
53100,descent,148.15,99560,17.54,43,0.081,0.007,-0.923,-0.74,0.11,-0.14,23.69,-18.64,41.31,41.2800741,69.2400222,1.4,7,0,45,3.77,-80,0
53200,descent,147.26,99571,17.54,43,-0.118,0.003,-0.880,0.63,-0.50,0.01,22.26,-18.36,41.38,41.2800736,69.2400221,1.4,7,0,45,3.77,-80,0
53300,descent,146.54,99579,17.55,43,-0.008,-0.014,-0.835,-0.40,0.02,0.06,23.45,-19.25,41.71,41.2800733,69.2400220,1.4,7,0,45,3.77,-80,0
53400,descent,145.69,99589,17.55,43,0.003,-0.035,-0.757,0.26,0.15,0.00,23.70,-19.31,42.12,41.2800728,69.2400219,1.4,7,0,45,3.77,-80,0
53500,descent,144.89,99599,17.56,43,0.009,-0.064,-0.674,0.43,0.11,-0.45,23.98,-19.52,40.98,41.2800724,69.2400217,1.4,7,0,45,3.77,-80,0
53600,descent,144.10,99608,17.56,43,-0.044,0.023,-0.843,-0.10,-0.11,-0.00,23.72,-18.94,41.20,41.2800721,69.2400216,1.4,7,0,45,3.77,-80,0
53700,descent,143.23,99618,17.57,43,0.046,-0.045,-0.928,0.11,-0.29,0.19,22.60,-18.51,41.22,41.2800716,69.2400215,1.4,7,1,46,3.77,-80,0
53800,descent,142.43,99628,17.57,43,-0.015,0.080,-0.938,0.16,0.09,-0.11,23.75,-19.08,41.12,41.2800712,69.2400214,1.4,7,0,46,3.77,-80,0
53900,descent,141.70,99636,17.58,43,-0.131,0.068,-0.845,-0.20,0.05,0.01,23.19,-19.39,40.52,41.2800708,69.2400213,1.4,7,0,46,3.77,-80,0
54000,descent,140.99,99645,17.58,43,0.069,0.064,-0.939,-0.37,-0.19,-0.47,23.54,-18.67,40.72,41.2800705,69.2400211,1.4,7,0,46,3.77,-80,0
54100,descent,140.14,99655,17.59,43,-0.053,-0.009,-0.952,0.12,0.45,0.37,23.59,-18.70,41.60,41.2800701,69.2400210,1.4,7,0,46,3.77,-80,0
54200,descent,139.35,99664,17.59,43,-0.083,-0.051,-0.708,-0.13,0.19,-0.26,23.82,-18.33,41.30,41.2800697,69.2400209,1.4,7,0,46,3.77,-80,0
54300,descent,138.63,99673,17.60,43,-0.022,0.014,-0.775,0.34,0.12,0.04,23.51,-18.46,41.52,41.2800693,69.2400208,1.4,7,0,46,3.77,-80,0
54400,descent,137.86,99682,17.60,43,-0.033,-0.068,-0.947,0.43,0.40,-0.14,23.53,-18.39,41.95,41.2800689,69.2400207,1.4,7,0,46,3.77,-80,0
54500,descent,137.15,99690,17.61,43,-0.004,0.046,-0.755,0.27,0.10,0.06,23.63,-19.94,40.71,41.2800686,69.2400206,1.4,7,1,47,3.77,-80,0
54600,descent,136.34,99700,17.61,43,0.044,0.073,-0.892,0.59,-0.36,0.15,24.77,-18.76,41.41,41.2800682,69.2400205,1.4,7,0,47,3.77,-80,0
54700,descent,135.47,99710,17.62,43,0.004,0.015,-0.979,-0.37,-0.48,-0.07,23.49,-19.14,41.34,41.2800677,69.2400203,1.4,7,0,47,3.77,-80,0
54800,descent,134.75,99719,17.62,43,0.002,-0.078,-0.933,0.37,0.62,0.11,23.61,-19.40,40.90,41.2800674,69.2400202,1.4,7,1,48,3.77,-80,0
54900,descent,134.04,99727,17.63,43,-0.010,-0.042,-0.823,-0.38,0.09,0.22,23.31,-18.74,41.09,41.2800670,69.2400201,1.4,7,0,48,3.77,-80,0
55000,descent,133.33,99735,17.63,43,-0.063,0.055,-1.044,0.32,0.37,-0.08,23.39,-18.79,41.12,41.2800667,69.2400200,1.4,7,0,48,3.77,-80,0
55100,descent,132.58,99744,17.64,43,0.007,0.019,-0.748,-0.35,-0.06,-0.58,23.79,-19.18,41.18,41.2800663,69.2400199,1.4,7,0,48,3.77,-80,0
55200,descent,131.75,99754,17.64,43,-0.003,-0.051,-0.824,-0.01,-0.23,-0.10,23.40,-19.22,40.65,41.2800659,69.2400198,1.4,7,0,48,3.77,-80,0
55300,descent,130.90,99764,17.65,43,0.071,0.062,-0.767,-0.01,0.68,0.01,23.41,-18.28,41.89,41.2800654,69.2400196,1.4,7,0,48,3.77,-80,0
55400,descent,130.15,99773,17.65,43,-0.067,-0.046,-0.768,-0.61,0.05,-0.29,24.02,-19.02,40.99,41.2800651,69.2400195,1.4,7,0,48,3.77,-80,0
55500,descent,129.27,99783,17.66,43,0.040,-0.013,-0.877,-0.12,-0.31,-0.21,23.31,-19.14,41.55,41.2800646,69.2400194,1.4,7,0,48,3.77,-80,0
55600,descent,128.44,99793,17.67,43,-0.032,-0.042,-0.885,-0.10,0.49,0.04,23.85,-18.78,41.91,41.2800642,69.2400193,1.4,7,0,48,3.77,-80,0
55700,descent,127.62,99803,17.67,43,-0.021,-0.046,-1.031,0.41,-0.17,-0.09,23.24,-18.77,41.59,41.2800638,69.2400191,1.4,7,0,48,3.77,-80,0
55800,descent,126.75,99813,17.68,43,0.032,0.061,-0.891,-0.24,-0.09,0.18,23.53,-19.87,40.60,41.2800634,69.2400190,1.4,7,0,48,3.77,-80,0
55900,descent,126.01,99822,17.68,43,-0.036,-0.137,-0.871,-0.39,0.06,-0.39,23.15,-18.54,40.11,41.2800630,69.2400189,1.4,7,0,48,3.77,-80,0
56000,descent,125.27,99831,17.69,43,-0.075,-0.151,-0.778,-0.61,-0.18,0.11,23.25,-19.02,40.54,41.2800626,69.2400188,1.4,7,0,48,3.77,-80,0
56100,descent,124.56,99839,17.69,43,0.042,-0.034,-1.016,-0.59,0.29,0.40,23.44,-19.14,40.82,41.2800623,69.2400187,1.4,7,0,48,3.77,-80,0
56200,descent,123.69,99849,17.70,43,-0.071,0.041,-0.903,0.33,-0.29,-0.17,23.38,-19.12,42.07,41.2800618,69.2400186,1.4,7,1,49,3.77,-80,0
56300,descent,122.91,99859,17.70,43,0.011,-0.085,-0.799,-0.53,-0.08,0.47,23.01,-18.65,40.59,41.2800615,69.2400184,1.4,7,0,49,3.77,-80,0
56400,descent,122.06,99869,17.71,43,-0.025,0.058,-0.941,0.32,-0.68,-0.13,24.04,-19.44,41.25,41.2800610,69.2400183,1.4,7,0,49,3.77,-80,0
56500,descent,121.20,99879,17.71,43,-0.049,-0.015,-0.750,0.01,0.26,-0.11,23.04,-19.57,40.48,41.2800606,69.2400182,1.4,7,0,49,3.77,-80,0
56600,descent,120.30,99889,17.72,43,0.028,0.019,-0.966,0.40,0.02,0.05,23.80,-19.27,42.31,41.2800602,69.2400180,1.4,7,0,49,3.77,-80,0
56700,descent,119.44,99900,17.72,43,-0.014,-0.072,-0.932,-0.35,-0.01,0.24,22.37,-19.19,41.28,41.2800597,69.2400179,1.4,7,0,49,3.77,-80,0
56800,descent,118.64,99909,17.73,43,-0.003,0.055,-0.930,0.13,-0.28,0.05,23.02,-18.91,41.63,41.2800593,69.2400178,1.4,7,0,49,3.77,-80,0
56900,descent,117.79,99919,17.73,43,-0.004,-0.002,-0.879,-0.01,-0.08,-0.47,23.64,-18.42,41.06,41.2800589,69.2400177,1.4,7,0,49,3.77,-80,0
57000,descent,117.02,99928,17.74,43,0.018,0.038,-0.900,0.32,0.19,-0.20,23.53,-19.03,41.05,41.2800585,69.2400176,1.4,7,0,49,3.77,-80,0
57100,descent,116.14,99939,17.75,43,-0.042,-0.049,-0.942,-0.07,-0.14,0.12,23.18,-19.37,41.02,41.2800581,69.2400174,1.4,7,0,49,3.77,-80,0
57200,descent,115.38,99948,17.75,43,-0.108,-0.025,-0.826,-0.47,-0.17,-0.10,22.48,-19.85,41.00,41.2800577,69.2400173,1.4,7,0,49,3.77,-80,0
57300,descent,114.57,99957,17.76,43,0.059,0.107,-1.001,-0.09,0.56,-0.00,24.36,-19.94,41.06,41.2800573,69.2400172,1.4,7,0,49,3.77,-80,0
57400,descent,113.83,99966,17.76,43,-0.060,-0.054,-0.792,0.18,0.24,0.01,24.17,-18.51,41.63,41.2800569,69.2400171,1.4,7,0,49,3.77,-80,0
57500,descent,113.07,99975,17.77,43,0.023,-0.036,-0.873,-0.27,0.10,-0.18,23.16,-18.66,40.92,41.2800565,69.2400170,1.4,7,1,50,3.77,-80,0
57600,descent,112.24,99985,17.77,43,0.137,0.022,-0.843,0.17,-0.31,0.19,23.98,-19.57,40.33,41.2800561,69.2400168,1.4,7,0,50,3.77,-80,0
57700,descent,111.38,99995,17.78,43,-0.003,0.019,-0.821,-0.28,-0.06,0.26,23.35,-19.17,42.09,41.2800557,69.2400167,1.4,7,0,50,3.77,-80,0
57800,descent,110.59,100005,17.78,43,-0.010,0.006,-1.089,0.18,-0.11,0.31,23.38,-19.54,41.32,41.2800553,69.2400166,1.4,7,0,50,3.77,-80,0
57900,descent,109.78,100014,17.79,43,-0.050,0.098,-0.846,0.16,0.30,0.17,23.14,-19.04,41.06,41.2800549,69.2400165,1.4,7,0,50,3.77,-80,0
58000,descent,109.08,100022,17.79,43,-0.088,-0.045,-0.766,-0.04,-0.81,0.16,23.43,-17.79,41.63,41.2800545,69.2400164,1.4,7,0,50,3.77,-80,0
58100,descent,108.26,100032,17.80,43,0.055,0.073,-0.813,-0.28,0.27,-0.04,23.79,-18.94,41.14,41.2800541,69.2400162,1.4,7,0,50,3.77,-80,0
58200,descent,107.39,100043,17.80,43,-0.016,0.028,-0.942,-0.05,-0.19,0.17,23.97,-19.13,40.96,41.2800537,69.2400161,1.4,7,0,50,3.77,-80,0
58300,descent,106.56,100052,17.81,43,0.067,0.078,-0.713,0.54,0.16,-0.08,23.78,-19.37,41.92,41.2800533,69.2400160,1.4,7,0,50,3.77,-80,0
58400,descent,105.83,100061,17.81,43,0.103,0.042,-0.836,0.16,-0.19,0.05,24.11,-19.45,41.26,41.2800529,69.2400159,1.4,7,0,50,3.77,-80,0
58500,descent,104.98,100071,17.82,43,-0.003,-0.046,-0.984,-0.22,-0.34,-0.25,23.30,-19.24,41.66,41.2800525,69.2400157,1.4,7,1,51,3.77,-80,0
58600,descent,104.18,100081,17.82,43,-0.019,-0.047,-0.755,0.00,0.44,-0.20,22.73,-19.18,41.58,41.2800521,69.2400156,1.4,7,0,51,3.77,-80,0
58700,descent,103.44,100089,17.83,43,0.007,0.061,-0.963,0.25,-0.00,0.03,23.29,-19.24,41.43,41.2800517,69.2400155,1.4,7,0,51,3.77,-80,0
58800,descent,102.66,100099,17.83,43,-0.104,-0.094,-1.082,0.42,-0.38,-0.01,22.72,-19.05,41.28,41.2800513,69.2400154,1.4,7,0,51,3.77,-80,0
58900,descent,101.83,100108,17.84,43,-0.069,-0.070,-0.755,-0.09,-0.05,0.03,23.46,-19.34,40.44,41.2800509,69.2400153,1.4,7,0,51,3.77,-80,0
59000,descent,101.08,100117,17.84,43,-0.025,0.068,-0.896,0.40,-0.06,-0.00,23.95,-19.14,41.65,41.2800505,69.2400152,1.4,7,0,51,3.77,-80,0
59100,descent,100.26,100127,17.85,43,0.041,-0.033,-0.939,-0.01,0.13,-0.22,24.13,-19.11,40.93,41.2800501,69.2400150,1.4,7,1,52,3.77,-80,0
59200,descent,99.49,100136,17.85,42,0.036,0.044,-0.925,0.51,-0.72,-0.08,23.79,-18.68,40.58,41.2800497,69.2400149,1.4,7,1,53,3.77,-80,0
59300,descent,98.61,100147,17.86,42,-0.048,0.106,-0.989,-0.56,0.03,-0.13,23.91,-18.28,40.95,41.2800493,69.2400148,1.4,7,0,53,3.77,-80,0
59400,descent,97.91,100155,17.86,42,0.051,-0.044,-0.827,-0.15,-0.00,0.38,23.37,-18.54,41.36,41.2800490,69.2400147,1.4,7,0,53,3.77,-80,0
59500,descent,97.20,100163,17.87,42,0.011,0.047,-0.910,0.67,0.15,0.23,24.08,-19.67,41.58,41.2800486,69.2400146,1.4,7,0,53,3.77,-80,0
59600,descent,96.47,100172,17.87,42,0.004,-0.004,-0.861,-0.11,0.13,0.15,23.35,-19.25,41.36,41.2800482,69.2400145,1.4,7,0,53,3.77,-80,0
59700,descent,95.64,100182,17.88,42,0.012,-0.067,-0.851,0.42,-0.25,0.14,22.91,-18.16,41.18,41.2800478,69.2400143,1.4,7,0,53,3.77,-80,0
59800,descent,94.91,100191,17.88,42,-0.076,0.003,-0.860,0.00,0.18,-0.03,22.99,-18.80,41.77,41.2800475,69.2400142,1.4,7,0,53,3.77,-80,0
59900,descent,94.05,100201,17.89,42,0.009,-0.031,-0.975,0.56,0.03,0.31,23.83,-19.27,41.45,41.2800470,69.2400141,1.4,7,0,53,3.77,-80,0
60000,descent,93.17,100211,17.89,42,0.015,-0.048,-0.781,-0.21,0.40,0.33,22.64,-18.51,41.33,41.2800466,69.2400140,1.4,7,0,53,3.77,-80,0
60100,descent,92.30,100222,17.90,42,0.006,-0.023,-1.011,0.25,-0.36,0.17,23.50,-18.92,40.66,41.2800461,69.2400138,1.4,7,0,53,3.77,-80,0
60200,descent,91.48,100231,17.91,42,0.021,0.054,-0.943,-0.28,-0.03,-0.04,24.17,-18.67,40.54,41.2800457,69.2400137,1.4,7,0,53,3.77,-80,0
60300,descent,90.69,100241,17.91,42,0.043,0.041,-0.971,0.25,-0.50,-0.29,22.52,-19.26,41.45,41.2800453,69.2400136,1.4,7,0,53,3.77,-80,0
60400,descent,89.86,100251,17.92,42,0.027,-0.021,-0.961,0.08,0.38,-0.16,23.09,-19.30,43.13,41.2800449,69.2400135,1.4,7,0,53,3.77,-80,0
60500,descent,89.07,100260,17.92,42,0.028,0.116,-0.817,0.18,0.26,0.04,23.71,-18.79,40.57,41.2800445,69.2400134,1.4,7,0,53,3.77,-80,0
60600,descent,88.34,100269,17.93,42,-0.024,-0.015,-0.764,0.66,0.67,0.10,23.75,-18.51,41.63,41.2800442,69.2400133,1.4,7,0,53,3.77,-80,0
60700,descent,87.53,100278,17.93,42,0.052,0.092,-0.775,0.07,0.20,-0.10,23.14,-18.73,41.20,41.2800438,69.2400131,1.4,7,0,53,3.77,-80,0
60800,descent,86.73,100288,17.94,42,-0.009,0.026,-0.768,-0.04,-0.28,0.16,23.47,-19.54,41.75,41.2800434,69.2400130,1.4,7,0,53,3.77,-80,0
60900,descent,85.92,100298,17.94,42,-0.027,-0.027,-0.908,0.29,-0.12,-0.03,23.50,-19.75,41.23,41.2800430,69.2400129,1.4,7,0,53,3.77,-80,0
61000,descent,85.12,100307,17.95,42,-0.088,-0.011,-0.854,-0.07,-0.27,0.16,23.39,-19.39,41.43,41.2800426,69.2400128,1.4,7,0,53,3.77,-80,0
